ACCE_ABSORB_COST	Kombinasyon maliyeti: %d
NPC_LOCATION_HELPER_MESSAGE_CANNOT_TOGGLE_ATLAS_DISABLED	Karakter bulucuyu etkinleþtirmelisin.
NPC_LOCATION_HELPER_MESSAGE_CANNOT_TOGGLE_ATLAS_HERE	Karakter bulucu burada kullanýlamaz.
NPC_LOCATION_HELPER_MESSAGE_CANNOT_TOGGLE_TO_SMALL_ATLAS	Bu bölgede harita deðiþtirilemez.
NPC_LOCATION_HELPER_MESSAGE_CANNOT_USE_MAP_DISABLED	Karakter bulucuyu etkinleþtirmelisin.
NPC_LOCATION_HELPER_MESSAGE_CANNOT_USE_STONE_OF_WARP_DISABLED	Karakter bulucuyu etkinleþtirmelisin.
NPC_LOCATION_HELPER_MESSAGE_CANNOT_WARP_TO_NPC_NOW	Þu anda ýþýnlanamazsýn.
NPC_LOCATION_HELPER_MESSAGE_GUILD_LAND_UPDATE_COOLTIME	Lütfen tekrar dene.
NPC_LOCATION_HELPER_MESSAGE_MAP_NOT_PROVIDED	Burada harita yok.
NPC_LOCATION_HELPER_MESSAGE_MAP_UNLOCKED	%s tamamlandý. Artýk tüm %s özelliklerinin yararlanabilirsin.
NPC_LOCATION_HELPER_MESSAGE_MOB_SPAWN_POS_SEARCH_ALREADY_SEARCHED	Bu canavarýn bölgesi sana zaten gösteriliyor.
NPC_LOCATION_HELPER_MESSAGE_MOB_SPAWN_POS_SEARCH_CANNOT_SHOW_OTHER_MAP	Yalnýzca baþka bir haritada görünen bir canavarýn tam bölgesini görüntüleyemezsin.
NPC_LOCATION_HELPER_MESSAGE_MOB_SPAWN_POS_SEARCH_NOT_AVAILABLE	Seçilen canavarýn bölgesi bilinmiyor.
NPC_LOCATION_HELPER_MESSAGE_MOB_SPAWN_POS_SEARCH_NOT_ENOUGH_ITEM	(Þu anda mevcut deðil) Bu canavarýn nerede ortaya çýktýðýný bulmak için gereken eþyaya sahip deðilsin.
NPC_LOCATION_HELPER_MESSAGE_MOB_SPAWN_POS_SEARCH_NOT_SELECTED	(Þu anda mevcut deðil) Nerede olduðunu öðrenmek istediðin bir canavar seç.
NPC_LOCATION_HELPER_MESSAGE_MOB_SPAWN_POS_SEARCH_SUCCESS	%s içeren bölge haritada gösterilir.
NPC_LOCATION_HELPER_MESSAGE_NOT_ENOUGH_STONE_OF_WARP	Yeterli ýþýnlanma taþýn yok.
NPC_LOCATION_HELPER_MESSAGE_SELECTED_NPC_IS_NEAR	Seçtiðin karakter yakýnda.
NPC_LOCATION_HELPER_MESSAGE_SHOULD_SELECT_CATEGORY	Bölgeyi seç.
NPC_LOCATION_HELPER_MESSAGE_TICKET_ALREADY_USED	Bunu artýk kullanamazsýn.
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_ALCHEMY_DS	Ejderha taþý simyasý
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_COMBINE	Kombinasyon
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_CUBE	Üretim
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_DUNGEON	Zindan giriþi
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_EQUIPMENT_SHOP	Ekipman satýcýsý
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_EVENT	Etkinlik
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_FISHING	Balýkçýlýk malzemeleri
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_GEM	Gaya
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_GENERAL_SHOP	Tüketim malzemeleri
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_GUILD_LAND	Lonca bölgesi
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_JOB	Öðretmen
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_MAIL	Posta
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_MINING	Madencilik
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_MOUNT	Binek hayvanlar
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_NPC	Diðer karakterler
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_PORTAL	Portallar
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_REFINE	Geliþtirme
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_TELEPORT	Iþýnlanma
NPC_LOCATION_HELPER_NPC_ROLE_TOOLTIP_WAREHOUSE	Depocu
NPC_LOCATION_HELPER_QUESTION_USE_TICKET	Karakter bulucuyu etkinleþtirmek istiyor musun?
NPC_LOCATION_HELPER_WARP_TO_NPC_NEED_ITEM	%s x %d
NPC_LOCATION_HELPER_WARP_TO_NPC_NEED_ITEM_OR	veya
NPC_LOCATION_HELPER_WARP_TO_NPC_NEED_YANG	%d Yang
NPC_LOCATION_HELPER_WARP_TO_NPC_QUESTION_1	%d ýþýnlanma taþý/ ýþýnlanma taþý+ kullanarak %s noktasýna ýþýnlanmak ister misin?
NPC_LOCATION_HELPER_WARP_TO_NPC_QUESTION_2	Iþýnlanmak için gerekli:
OKEY_EVENT_MESSAGE_CARD_GAIN	Okey kart setleri alýrsýn.
OKEY_EVENT_MESSAGE_CARD_PEICE_GAIN	Okey Kartý aldýn.
OKEY_EVENT_MESSAGE_IN_EXCHANGE	Baþka bir pencere açýk olduðu sürece okey oynayamazsýn.
OKEY_EVENT_MESSAGE_LEVEL_LIMIT	Katýlmak için en az 70. seviyeye ulaþmýþ olmalýsýn.
OKEY_EVENT_MESSAGE_NOT_ENOUGHT_ITEM	Oynamak için yeterince nesne veya paran yok.
OKEY_EVENT_MESSAGE_NO_MORE_GAIN	Baþka okey kart setleri alamazsýn.
OPEN_THE_SPECIAL_ACTION_KIT	%s duygulara eklendi.
OPTION_ESCAPE_BUTTON_COOLTIME	Lütfen daha sonra tekrar dene.
OPTION_ESCAPE_CANNOT_ESCAPE_STATE	Þu anda kendini serbest býrakamazsýn. Lütfen daha sonra tekrar dene.
OPTION_ESCAPE_FAR_DISTANCE	10 metreden fazla hareket ettiðin için kendini serbest býrakamazsýn.
OPTION_ESCAPE_QUESTION_ANSWER_NO	Kendini serbest býrakmadýn.
OPTION_ESCAPE_QUESTION_MESSAGE	Ya serbest bir yere ya da köye ýþýnlanacaksýn.\n Karakterini serbest býrakmak ister misin?
OPTION_ESCAPE_SYSTEM_BUTTON_TOOLTIP	Sýkýþýrsan bu seçeneði kullan.
OPTION_ESCAPE_WAIT_MESSAGE	%d saniye sonra serbest kalacaksýn.
OPTION_PVPMODE_CANNOT_SET_GUILD_MODE	Herhangi bir Loncada deðilken Lonca Modunu aktif edemezsiniz.
OPTION_PVPMODE_NOT_SUPPORT	PvP Modunda bu biçimi seçemezsiniz.
OPTION_PVPMODE_PROTECT	PvP-Modu'nu deðiþtirmek için ulaþmýþ olman gereken asgari seviye: %d.
OTHER_WORLD_DUNGEON_EXIT_QUESTION	Savaþtan ayrýlmak istiyor musun?
OTHER_WORLD_EXCHANGE_COOLTIME	Lütfen daha sonra tekrar dene.
OTHER_WORLD_EXCHANGE_FAIL	Maalesef takastan bir þey almadýn.
OTHER_WORLD_EXCHANGE_MAX_OVER_FAIL	Maksimum eþya sayýsýndan fazlasýný kullanamazsýn.
OTHER_WORLD_EXCHANGE_WISP_TOOLTIP	Ölü Alevi Takasý
OTHER_WORLD_GET_DEAD_SOUL	%d X ölü ruhu aldýn.
OTHER_WORLD_GET_HELL_GATE_KEY	%d X Asmodeus anahtarý aldýn.
OTHER_WORLD_GET_LIFE_AND_DEATH_LIST	%d x siyah mektup aldýn.
OTHER_WORLD_GET_REINCARNATION_WATER	%d x hayat suyu aldýn.
OTHER_WORLD_GET_WISP	%d x ölü alevi aldýn.
OTHER_WORLD_INFO_BOARD_TYPE_EAST_REAPER_ROOM	Karþýlaþmak istediðin bir toprak elçisi seç.
OTHER_WORLD_INFO_BOARD_TYPE_NORTH_REAPER_ROOM	Ne zaman bir karakter ölse, zindan zamanlayýcýsý 1 dakika düþer.
OTHER_WORLD_INFO_BOARD_TYPE_PARADISE	Hayat suyu kullanýlamýyor.
OTHER_WORLD_INFO_BOARD_TYPE_SOUTH_REAPER_ROOM	Verilen sürede tüm canavarlarý öldür.
OTHER_WORLD_INFO_BOARD_TYPE_WEST_REAPER_ROOM	Gecenin elçisini ölmeden yen.
OTHER_WORLD_INFO_BOARD_TYPE_YEOMWANG_ROOM	Süre dolmadan Asmodeus'u yen.
PAID_CHARACTER_COUNT_TOOLTIP	Premium karakterler: %d/%d
PAID_CHARACTER_CREATE_AVAILABLE_ONLY	Baþka karakter oluþturamazsýn.
PAID_CHARACTER_CREATE_MODE	(Premium karakter)
PAID_CHARACTER_CREATE_QUESTION	Premium karakter oluþturmak ister misin?
PAID_CHARACTER_CREATE_TOOLTIP	Premium karakter oluþtur
PAID_CHARACTER_DELETE_CONFIRM_1	Eðer bunu silersen, yeni bir premium karakter oluþturabilmek için önce baþka bir Premium Karakter Bileti satýn alman gerekecek.
PAID_CHARACTER_DELETE_CONFIRM_2	Silme iþlemine devam etmek istiyor musun?
PAID_CHARACTER_DELETE_RETRY	Bu seçilen karakter deðil.\nLütfen tekrar dene.
PAID_CHARACTER_FULL_CAPACITY	Daha fazla premium karakter oluþturamazsýn.
PAID_CHARACTER_NEED_TICKET	Premium karakter oluþturmak için Premium Karakter Bileti'ne ihtiyacýn var.
PAID_CHARACTER_SELECT_TOOLTIP	Premium karakter
PAID_CHARACTER_TICKET_COUNT_TOOLTIP	Karakter biletleri: %d
PAID_CHARACTER_TICKET_LOADING	Yükleniyor...
PARTY_ANSWER_TIMEOVER	Davet reddedildi.
PARTY_BONUS_ATTACKER	Saldýrý Deðeri: +%d	SA
PARTY_BONUS_BERSERKER	Saldýrý Hýzý: +%d	SA
PARTY_BONUS_BUFFER	Beceri Süresi: +%d	SA
PARTY_BONUS_DEFENDER	Savunma +%d%%	SA
PARTY_BONUS_EXP	EXP: %%%d	SA
PARTY_BONUS_SKILL_MASTER	Öldürme baþýna HP yükleme +%%%d	SA
PARTY_BONUS_TANKER	Max. HP: +%d	SA
PARTY_BREAK_UP	Grubu sil
PARTY_DO_YOU_ACCEPT	 grubunuza katýlmak istiyor.
PARTY_DO_YOU_JOIN	 seni bir gruba davet etti. Kabul et?
PARTY_EXP_DISTRIBUTION_MODE	EXP paylaþýmý
PARTY_EXP_DISTRIBUTION_MODE_LEVEL	seviyeye baðlý
PARTY_EXP_DISTRIBUTION_MODE_LEVEL_TOOLTIP	Yüksek seviyeli grup üyeleri daha fazla EXP kazanýyor.
PARTY_EXP_DISTRIBUTION_MODE_PARITY	eþit
PARTY_EXP_DISTRIBUTION_MODE_PARITY_TOOLTIP	Tüm grup üyeleri ayný EXP i alýr.
PARTY_HEAL_ALL_MEMBER	Her þeyi yükle.
PARTY_INCREASE_AREA_150	Grup kuruluþ faktör aralýðý 1,5.	SNA
PARTY_INCREASE_AREA_200	Grup kuruluþ faktör aralýðý 2.	SNA
PARTY_LEAVE	Grubu terket
PARTY_LONGTIME_BONUS_EXP	Uzun bir grup oyunu için kazanýlan EXP: +%%%d	SA
PARTY_MATCH_CANCEL	[%s] Ýçin grup aramasý iptal edildi.
PARTY_MATCH_FAIL_FULL_MEMBER	Grubun baþka üye kabul edemez.
PARTY_MATCH_FAIL_IMPOSSIBLE_MAP	Bu zindana kaydolamazsýn.
PARTY_MATCH_FAIL_LEVEL	Seviyen çok düþük.
PARTY_MATCH_FAIL_MEMBER_NOT_CONDITION	Üye %s gerekli þartlarý yerine getirmiyor.
PARTY_MATCH_FAIL_NONE_MAP_INDEX	Lütfen önce bir zindan seç.
PARTY_MATCH_FAIL_NOT_LEADER	Yalnýzca grup lideri kayýt yaptýrabilir.
PARTY_MATCH_FAIL_NO_ITEM	Yeterli %s yok.
PARTY_MATCH_SEARCHING	Ara
PARTY_MATCH_START	Grubunu þu zindana kaydettin: [%s]!
PARTY_MEMBER_OFFLINE	[Çevrimdýþý]
PARTY_RECALL_MEMBER	Grup üyesini çaðýr.
PARTY_REGEN_BONUS	Yeniden oluþum HP- + SP primi: +%%%d	SA
PARTY_REQUEST_DENIED	Baþvurun reddedildi.
PARTY_RK_CATEGORY_CZ_CHICKEN	Bekçi Yu Sýralama Listesi
PARTY_RK_CATEGORY_CZ_COW	Bekçi Chou Sýralama Listesi
PARTY_RK_CATEGORY_CZ_DOG	Bekçi Xu Sýralama Listesi
PARTY_RK_CATEGORY_CZ_DRAGON	Bekçi Chen Sýralama Listesi
PARTY_RK_CATEGORY_CZ_HORSE	Bekçi Wu Sýralama Listesi
PARTY_RK_CATEGORY_CZ_MONKEY	Bekçi Shen Sýralama Listesi
PARTY_RK_CATEGORY_CZ_MOUSE	Bekçi Zi Sýralama Listesi
PARTY_RK_CATEGORY_CZ_PIG	Bekçi Hai Sýralama Listesi
PARTY_RK_CATEGORY_CZ_RABBIT	Bekçi Mao Sýralama Listesi
PARTY_RK_CATEGORY_CZ_SHEEP	Bekçi Wei Sýralama Listesi
PARTY_RK_CATEGORY_CZ_SNAKE	Bekçi Si Sýralama Listesi
PARTY_RK_CATEGORY_CZ_TIGER	Bekçi Yin Sýralama Listesi
PARTY_SET_ATTACKER	Saldýrý gücü olarak belirle
PARTY_SET_BERSERKER	Berserker olarak belirle.
PARTY_SET_BUFFER	Tampon olarak belirle.
PARTY_SET_DEFENDER	Savunma gücü olarak belirle.
PARTY_SET_NORMAL	Geri Çekilme Ayarlarý.
PARTY_SET_SKILL_MASTER	Beceri Master i olarak ayarla.
PARTY_SET_TANKER	Yakýn Dövüþ Savasçýsý olarak belirle.
PARTY_SKILL_ATTACKER	Saldýrý gücü olarak temel saldýrý deðeri +%.0f
PARTY_SKILL_BERSERKER	Berserker saldýrý hýzý +%.0f
PARTY_SKILL_BUFFER	Tampon Beceri Süresi +%.0f
PARTY_SKILL_DEFENDER	Savunmacý olarak savunma +%%%.0f
PARTY_SKILL_HP_REGEN	HP üretimi +%.0f%%
PARTY_SKILL_PARTY_AREA	Grup sýrasý +%%%d
PARTY_SKILL_SKILL_MASTER	Beceri ustasý olarak HP geri kazanýmý +%%%.0f
PARTY_SKILL_SP_REGEN	SP üretimi +%.0f%%
PARTY_SKILL_TANKER	Max. HP Yakýn Dövüþ Saldýrý Gücü +%.0f
PARTY_SKILL_WARP	Grup üyelerini çaðýrmak mümkün.
PASSIVE_ATTR_ADD_FAIL	Baþarýsýz! Bonuslar ruh kalýntýsýna aktarýlmadý.
PASSIVE_ATTR_ADD_FAIL_MAX_ATTR	Ruh kalýntýsý baþka bonus alamaz.
PASSIVE_ATTR_ADD_FAIL_NOT_ENOUGH_JOB_ITEM	Bunun için sýnýfýn için bir ruh kalýntýsýna ihtiyacýn var.
PASSIVE_ATTR_ADD_SUCCESS	Baþarýlý! Bonuslar ruh kalýntýsýna aktarýldý.
PASSIVE_ATTR_CHARGE_FAIL_FULL_TIME	Ruh kalýntýsý zaten dolu.
PASSIVE_ATTR_CHARGE_FAIL_NOT_ENOUGH_JOB_ITEM	Ruh kalýntýsýnýn doldurulmasý gerekmiyor.
PASSIVE_ATTR_CHARGE_QUESTION	Ruh kalýntýsýný doldurmak istiyor musun?
PASSIVE_ATTR_CHARGE_SUCCESS_MSG	Kalýntý süresi tamamen doldu.
PASSIVE_ATTR_CONTROL_FAIL_MSG	Etkinleþtirme esnasýnda bunu yapamazsýn.
PASSIVE_ATTR_COOLTIME_FAIL_MSG	Lütfen daha sonra tekrar dene.
PASSIVE_ATTR_NOT_ENOUGH_SUB_ITEM	Bunun için uygun bir ruha ihtiyacýn var.
PASSIVE_ATTR_TOOLTIP_LINE1	1. 4 ruh, sýnýfa özgü ruh kalýntýlarýna nitelikler eklemek veya onlarý geniþletmek için kullanýlabilir.
PASSIVE_ATTR_TOOLTIP_LINE2	2. Eklenen nitelikler deðiþtirilemez. Etkinleþtirildiklerinde sana bonuslar saðlarlar ve süreleri kýsalýr.
PASSIVE_ATTR_TOOLTIP_LINE3	3. Süre dolduktan sonra bile kalýntý kaybolmaz ve süre geri yüklendikten sonra tekrar etkinleþtirilebilir.
PASSIVE_ATTR_TOOLTIP_LINE4	4. Kalýntýlar, tekrarlanabilir görevler aracýlýðýyla elde edilebilir. Dongan Ovasý'ndaki Yaralý Adam görevlerini tamamladýktan sonra bunlarý kabul edebilirsin.
PASSIVE_ATTR_TOOLTIP_LINE5	(Bu görevler, 120. seviyeye ulaþtýðýnda ve "Bozma Ayini" görevini tamamladýðýnda mevcut olur.)
PASSIVE_ATTR_TOOLTIP_LINE6	5. Ruhlar ayrýca Market'ten da satýn alýnabilir.
PASSIVE_ATTR_TOOLTIP_TITLE	Kalýntý bonuslarý
PASSIVE_JOB_ACTIVATE_FAIL_NOT_FOUND_ITEM	Bunun için sýnýfýn için bir ruh kalýntýsýna ihtiyacýn var.
PASSIVE_JOB_DESTROY_POPUP	Ruh kalýntýsýný verirsen, imha edilir. Emin misin?
PASSIVE_JOB_FIRST_ACTIVATE_POPUP1	Etkinleþtirmeden sonra kalýntýyý iletemezsin.
PASSIVE_JOB_FIRST_ACTIVATE_POPUP2	Nesneler bu esnada kaybolur. Emin misin?
PASSIVE_JOB_LEFT_TIME	Kalan süre: %s
PASSIVE_JOB_MAX_TIME	Maksimum kalýntý süresi: %s
PASSWORD_TITLE	Depo Þifresi
PET_ABILITIES_VALUE	+%%%s
PET_ATTR_CHANGE_DIALOG_TEXT	Petinin özniteliklerini þimdi deðiþtir?\n "Pet efsunla" eþyasý bu durumda tüketilir.\n Ýþlem baþarýsýz olabilir
PET_ATTR_CHANGE_USE	Pet öznitelikleri dönüþtürülürken bu eylem gerçekleþtirilemez.
PET_ATTR_DETERMINE_TYPE1	Tip 1: sakar. Çok güçlü deðil.\nZamanla becerilerini artýrabilirsin.
PET_ATTR_DETERMINE_TYPE2	Tip 2: meraklý. Çok güçlü deðil\nZamanla becerileri artan sadýk bir yoldaþ.
PET_ATTR_DETERMINE_TYPE3	Tip 3: yürekli. Orta derecede güçlü.\nZamanla becerilerini artýrabilirsin.
PET_ATTR_DETERMINE_TYPE4	Tip 4: cesur. Orta derecede güçlü\nZamanla becerileri daha da artan sadýk bir yoldaþ.
PET_ATTR_DETERMINE_TYPE5	Tip 5: gözükara. Güçlü\nZamanla becerilerini daha da artýrabilirsin.
PET_ATTR_DETERMINE_TYPE6	Tip 6: efsanevi. Güçlü\nZamanla becerileri daha da artan sadýk bir yoldaþ.
PET_ATTR_DETERMINE_TYPE7	Tip 7: mitsi. Çok güçlü\nZamanla tüm potansiyeli ortaya çýkar.
PET_ATTR_DETERMINE_TYPE8	Tip 8: prizmatik. Aþýrý güçlü\nGüvenebileceðin sadýk bir yoldaþ.
PET_BAG_DESC	%s
PET_CANNOT_EAT_BATTLE_EXP_FOOD	Önce petini çaðýrmalýsýn.
PET_CANNOT_EVOL_FROM_OWNER_LEVEL_1	Bu geliþme aþamasý için karakterinin 1. Þampiyon seviyesine ulaþmýþ olmasý gerekir.
PET_CANNOT_EVOL_FROM_OWNER_LEVEL_2	Bu geliþme aþamasý için karakterinin 15. Þampiyon seviyesine ulaþmýþ olmasý gerekir.
PET_CANNOT_FEED_BATTLE_EXP_FOOD	%s daha fazla EXP almayacak.
PET_CANNOT_FEED_CUBEOPEN	Arýndýrma Paneli açýkken petini besleyemezsin.
PET_CANNOT_OPEN_POTENTIAL_SKILL_WINDOW	Bu yalnýzca þampiyon seviyesine ulaþmýþ petler için mevcuttur.
PET_CANNOT_REGISTER_POTENTIAL_SLOT_FROM_ITEM	Bu slotta sadece pet yumurtalarýný seçebilirsin.
PET_CAN_NOT_ATTRCHANGE_BECUASE_LIFE_TIME_END	Ölü bir petin özniteliklerini dönüþtüremezsin.
PET_CAN_NOT_EGG_ITEM_USE	Ticaret yaparken, kampýn veya özel dükkanýn açýkken kuluçka makinesini açamazsýn.
PET_CAN_NOT_FEED_SPLIT_ITEM	Paylaþýlan bir nesneyi bu pencereye koyamazsýn.
PET_CAN_NOT_FEED_TYPE	Petini bu þekilde besleyemezsin. Lütfen baþka bir eylemle dene.
PET_CAN_NOT_OPEN_EVOL_BUTTON	Petin, eðitilmesi ve bir sonraki geliþme aþamasýna yükselmesi için %d. seviyede olmalý.
PET_CAN_NOT_OPEN_EVOL_BUTTON_EXP_LACK	Petin, eðitilmesi ve bir sonraki geliþme aþamasýna yükselmesi için %100 deneyime sahip olmalý.
PET_CAN_NOT_OPEN_EVOL_BUTTON_FROM_CONQUEROR_LEVEL	Petinin geliþtirilmesi için öncelikle %d. Þampiyon seviyesine ulaþmýþ olmasý gerekir.
PET_CAN_NOT_OPEN_EVOL_BUTTON_LEVEL_MAX	Petin zaten en yüksek geliþme aþamasýna ulaþtý.
PET_CAN_NOT_OPEN_SHOP_BECAUSE_SUMMON	Petini çaðýrdýktan sonra özel dükkanýný açabilirsin.
PET_CAN_NOT_OPEN_SPECIAL_EVOL_BUTTON	Petin, eðitim ve bir sonraki geliþme aþamasýna yükselmek için %d günlük olmalý.
PET_CAN_NOT_SUMMON_BECAUSE_LIFE_TIME_END	Petini çaðýramazsýn çünkü süresi geçmiþ.
PET_CAN_NOT_USE_BAG	Nakliye kutusunu kullanamazsýn çünkü petinin süresi geçmiþ.
PET_CAN_ONLY_REGISTER_PET_EGG_IN_SLOT	Bu slotta sadece pet yumurtalarýný seçebilirsin.
PET_CAN_REGISTER_PET_EGG	Eðer boþ slotun mevcutsa, pet yumurtalarýndan birini seçebilirsin.
PET_CAN_SPECIAL_EVOL	Bu geliþme aþamasý için kahraman pet kitaplarýna ihtiyacýn var.
PET_CONQUEROR_BILITIES_BLOCK_PENETRATE_PCT	Engelleme n. (toplam deðerin %)
PET_CONQUEROR_BILITIES_HIT_PCT	Yüzde olarak tamlýk
PET_CONQUEROR_BILITIES_SUNGMA_MOVE	% olarak SungMa iradesi (RES)
PET_EGG_REMOVE_ANSWER_1	Onayla
PET_EGG_REMOVE_ANSWER_2	Ýptal et
PET_EGG_REMOVE_IN_POTENTIAL_SLOT_QUESTION_1	Seçili %s öðesini kaldýrmak istiyor musun?
PET_EGG_REMOVE_IN_POTENTIAL_SLOT_QUESTION_2	Yumurtayý kaldýrýrsan geri alamazsýn.
PET_EMPTY_SKILL_SLOT_USE_ITEM	Pet sýfýrlanabilecek becerilere sahip deðil.
PET_GRANT_POTENTIAL_SKILL_SUCCESS	Petin bir potansiyel beceri (%s) kazandý.
PET_HATCHING_ACCEPT	Petine "%s" adýný vermek istiyor musun?
PET_HATCHING_MONEY	Fiyat: %s
PET_HATCHING_WINDOW_OPEN_CAN_NOT_USE	Kuluçka makinesi açýkken etkileþimde bulunamazsýn.
PET_INFORMATION_STAGE1	Genç
PET_INFORMATION_STAGE2	Yabani
PET_INFORMATION_STAGE3	Cesur
PET_INFORMATION_STAGE4	Destansý
PET_INFORMATION_STAGE5	Uyanmýþ
PET_INFORMATION_STAGE6	Güçlü
PET_INFO_CONQUEROR_ABILITIES_VALUE	+%%%0.1f
PET_INFO_CONQUEROR_BUTTON	Þampiyon
PET_INFO_CONQUEROR_EXP	Mevcut þampiyon seviyesi EXP: %s
PET_INFO_EXP	Mevcut EXP: %s
PET_INFO_ITEM_EXP	Mevcut eþya EXP: %s
PET_INFO_NEXT_CONQUEROR_EXP	Kalan Þampiyon seviyesi EXP: %s
PET_INFO_NEXT_EXP	Kalan EXP: %s
PET_INFO_NEXT_ITEM_EXP	Kalan eþya EXP: %s
PET_INFO_NORMAL_BUTTON	Normal
PET_INFO_POTENTIAL_BUTTON	Potansiyel
PET_INFO_POTENTIAL_LEFT_TIME	Kalan süre: %s
PET_INFO_POTENTIAL_SKILL	Potansiyel beceriler
PET_INFO_SKILL_BUTTON	Pet becerileri
PET_MSG_NOT_ENOUGH_MONEY	Yeterli Yang'a sahip deðilsin.
PET_NAME_CHANGE_ACCEPT	Petinin ismini "%s" olarak deðiþtirmek mi istiyorsun?
PET_NAME_MIN	Girilen isim çok kýsa.
PET_NOTICE_POTENTIAL_SKILL_EFFECT	Potansiyel beceri "%s" artýk etkin.
PET_OPEN_POTENTIAL_SKILL_SLOT_1	Potansiyel beceriler için 1. slot açýldý
PET_OPEN_POTENTIAL_SKILL_SLOT_2	Potansiyel beceriler için 2. slot açýldý
PET_REGISTER_ANSWER_1	Onayla
PET_REGISTER_ANSWER_2	Ýptal et
PET_REGISTER_IN_POTENTIAL_SLOT_QUESTION_1	Bu pet yumurtasýný seçmek istiyor musun?
PET_REGISTER_IN_POTENTIAL_SLOT_QUESTION_2	Yumurtayý seçersen envanterinden kaldýrýlýr.
PET_REMOVE_POTENTIAL_SKILL_SUCCESS	Potansiyel beceri "%s" kaldýrýldý.
PET_REVIVE_FAIL_EMPTY_PET_SLOT	Diriltilecek pet yok.
PET_REVIVE_FAIL_NOT_ENOUGHT_MATERIAL	Yeterli malzemen yok.
PET_REVIVE_UI_MATERIAL_COUNT	%d/%d
PET_SKILL_DELETE_QUESTION_DLG_MSG	Beceriler þimdi mevcut.
PET_SKILL_DELETE_QUESTION_DLG_MSG1	Petinin becerisini/becerilerini sýfýrladýðýnda, bunu geri alamazsýn.
PET_SKILL_DELETE_QUESTION_DLG_MSG2	Devam etmek istiyor musun?
PET_SKILL_LEARN_FAIL_CONDITIONS	Petin uygun seviyede deðil. Sadece kahraman petleri beceri öðrenebilir.
PET_SKILL_LEARN_QUESTION_DLG_MSG	Kahraman eðitimine "%s" ile baþlamak istiyor musun?
PET_SKILL_TOOLTIP_COOLTIME	Dinlenme Süresi %d saniye
PET_SKILL_TOOLTIP_DURATION	Süre: %d saniye
PET_SKILL_TOOLTIP_FEATHER	Pet, %%%d þansla %.1f saniye boyunca hafif adýmý etkinleþtirir.\n Saldýrý %d - %d	SAAAA
PET_SKILL_TOOLTIP_HEAL	HP deðerin %%20 altýna düþerse \n %%%d þansla HP deðerini %d oranýnda artýrýrsýn.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	HP deðerin %%10 altýna düþerse\n karakterin %%%d þansla yenilmez olur. \n Etki süresi: %.1f saniye.	SAA
PET_SKILL_TOOLTIP_REMOVAL	Karakterin etkilendiði takdirde zehir, yavaþlatma \n veya kanama gibi etkileri %%%d þansla\n hemen kaldýrýr.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Kahraman eðitimini bir sonraki seviyeye yükseltmek istiyor musun?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Fiyat: %s
PET_TOOLTIP_CONQUEROR_BLOCK_PENETRATE_PCT	%% olarak engelleme nüfuzu: Toplam deðerin +%%%0.1f oranýnda
PET_TOOLTIP_CONQUEROR_HIT_PCT	%% olarak tamlýk: +%%%0.1f
PET_TOOLTIP_CONQUEROR_LEVEL_AND_LIFETIME	F. Sv %d (%s)
PET_TOOLTIP_CONQUEROR_SUNGMA_MOVE	%% olarak SungMa iradesi: +%%%0.1f
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Defans
PET_TOOLTIP_HP	HP
PET_TOOLTIP_LEVEL	Seviye
PET_TOOLTIP_LIFETIME_OVER	Süresi geçmiþ
PET_TOOLTIP_POTENTIAL_SKILL	Potansiyel beceri: %s (%d)
PET_TOOLTIP_POTENTIAL_SKILL_REMAINING_TIME	Kalan süre: %s
PET_TOOLTIP_SKILL_BONUS_VALUE	Kahraman eðitiminde
PET_TOOLTIP_SKILL_CUR_LEVEL	Seviye: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Sonraki seviye: %d (maks. %d)
PET_TOOLTIP_SP	SP
PET_TOOLTIP_TRADABLE	Ticareti var
PET_TOOLTUP_SKILL	%s (Seviye %d)
PICK_ITEM_TITLE	Eþya No
